name,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,freq_class.mean,freq_class.sd,inst_to_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,ns_ratio,num_to_cat,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd
planning-relax,0.06247305714069439,0.11401993939701675,2.3217614593051623,0.0001254254183115398,0.06593406593406594,0.0,0.0030373815139915785,0.001722526323867792,0.8631205685666311,97.20473725299348,0.5,0.30304576336566325,15.166666666666666,3.1760026193886426,0.005116887823375541,0.00887940848315035,0.00505579347168358,12,0,0,2,182,12,260.4770413717264,,35,8.342857142857143,2.785918975457672,0.02857142857142857,0.03255506438191196,3241.889177489177,3715.8316915030573,0.5,0.020203050891044183,34,2.8333333333333335,0.18681318681318682,2.8333333333333335,1.5859229221975182,3.090909090909091,1.868397465987655,7.478260869565218,2.913501509969293,0.07654592788346026,0.13045973557057283,0.07120535714285714,0.12717958084740766,0.08333333333333336,0.06727665643058163
heart-long-beach,0.08092547644782037,0.15340292401025554,1.3882224127303213,0.8219434351564292,0.065,0.0,0.0700956357695966,0.13041221228308644,2.174547124921249,39.30388002699418,0.2,0.08951256894984079,15.384615384615385,3.50744301204067,0.7916880101119558,0.05532652561090036,0.035543533768259625,13,2,0,5,200,13,24.091443885224113,,92,8.152173913043478,2.4084776214319215,0.010869565217391304,0.008438813248298366,8757.262470862473,14638.574175100577,0.2,0.08749831216303525,91,7.0,0.455,7.0,4.358898943540674,8.272727272727273,6.278390065787711,7.202185792349726,2.710905049069731,0.08018214083416858,0.08165584934441672,0.057248322860054345,0.06910452029583602,0.0769230769230769,0.06806019226263103
heart-switzerland,0.11088813296373373,0.17959452959083158,1.177871993155853,0.7538814359980894,0.0975609756097561,0.0,0.11656398985689821,0.18063732110671385,1.9758920795074686,37.266838589937514,0.2,0.1460702093104111,10.25,3.100743957347154,0.7270076336565482,0.05302011531616698,0.04538923468864304,12,1,0,5,123,12,21.215568301427187,,60,7.416666666666667,2.492644546692968,0.016666666666666666,0.01608176909642069,4271.079409479409,7965.711714054961,0.19999999999999998,0.1224744871391589,59,4.916666666666667,0.4796747967479675,4.538461538461538,2.9612887007569473,5.363636363636363,3.9057067804106156,6.487394957983193,2.7613112404100777,0.07809046016601348,0.12029630327646876,0.08193766276041667,0.08341765121789632,0.08333333333333333,0.07181533969980078
robot-failures-lp4,0.10089861083787899,0.06103992225508914,1.9779843821201912,0.024326252171706978,0.7692307692307693,0.0,0.12468854389050481,0.042394842019606915,1.3446180016388902,4.579010314172608,0.3333333333333333,0.2445997952351143,1.3,3.0289542132194502,0.08031050425922417,0.2936481705396316,0.08120774562883265,90,0,0,3,117,90,5.735898876826944,,14,5.142857142857143,2.0326997151247235,0.07142857142857142,0.1203888247661618,158.7238095238095,147.83483243166233,0.3333333333333333,0.10910894511799618,13,0.14444444444444443,0.1111111111111111,1.625,0.7440238091428449,1.0833333333333333,0.28867513459481287,4.37037037037037,2.1688023662159037,0.1328474557790727,0.13019411600529007,0.18359375,0.13947681635914513,0.01111111111111111,0.05432544653180426
robot-failures-lp5,0.08370305875496162,0.06372965080552866,2.2984967903720355,0.03051727884405204,0.5487804878048781,0.0,0.11551116275833506,0.044908867760868144,2.2481483554072255,6.293729100073149,0.2,0.07206997227849943,1.8222222222222222,4.189440645925416,0.1350391473268417,0.357204499853846,0.1388006985547211,90,0,0,5,164,90,5.434680389839685,,27,5.222222222222222,1.0127393670836664,0.037037037037037035,0.05762178806984075,216.13333333333333,80.90906576569108,0.2,0.13250773199998753,26,0.28888888888888886,0.15853658536585366,4.333333333333333,2.6583202716502514,1.1818181818181819,0.3947710169758613,4.339622641509434,1.5183923206725933,0.20945279741119793,0.030016434132853844,0.15393518518518517,0.09128404508710374,0.011111111111111112,0.02970266516165418
Smartphone-Based_Recognition_of_Human_Activities,0.26074391912322753,0.18054880255574973,2.321928094887362,4.474922420667749e-16,0.36666666666666664,0.0,0.26138456592696796,0.06835926884786084,2.584962500721156,2.9913801185478075,0.16666666666666666,0.0,2.727272727272727,4.0427535089529965,0.2068166607131589,0.8641370866555232,0.20681666071315893,66,0,0,6,180,66,1.6869904448539979,,8,3.625,1.3024701806293193,0.125,0.07046081628389851,32.13333333333333,13.205482267026902,0.16666666666666666,0.06454972243679029,7,0.10606060606060606,0.03888888888888889,1.4,0.5477225575051661,1.0,0.0,2.933333333333333,1.486446705914413,0.19706908487134,0.12184758058765026,0.2890625,0.11899645477912357,0.015151515151515152,0.05074043825778484
iris_test_upload,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,0.8419866352499615,0.42517984298139233,4,0,0,3,150,4,1.7067062028890763,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.0,1.1547005383792515,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.27823897162264016
TuningSVMs,0.06645994605917713,0.07437492956460894,2.067121401165276,0.5315319440012168,0.5128205128205128,0.0,0.020785448339684424,0.05491850270633197,0.930586129131993,23.649115039326745,0.5,0.21757131728816848,1.95,2.958357807164522,0.5188254451330266,0.03934972313274711,0.025489375662602082,80,1,0,2,156,80,51.53204436005303,,22,5.363636363636363,1.5597757636597749,0.04545454545454546,0.08235095542009781,221.5809523809524,131.57408448647783,0.5,0.06428243465332248,21,0.2625,0.1346153846153846,3.0,1.2909944487358056,1.5,0.5188745216627708,4.511627906976744,1.8692001475453637,0.14143861308581587,0.09052819711186003,0.16264204545454544,0.1323112117852046,0.012499999999999997,0.0363052227372793
JuanFeldmanIris,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,0.8419866352499615,0.42517984298139233,4,0,0,3,150,4,1.7067062028890763,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519465,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44925548152944056
iris-example,0.20980476831180148,0.1195879817732128,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.0,0.27347384133126745,0.14091096327223987,1.584962500721156,1.8780672345507194,0.3333333333333333,0.0,37.5,3.0182209990602855,0.3821875549207214,0.8439327791692818,0.4222019352579773,4,0,0,3,150,4,1.698308838945616,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519465,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44925548152944056
iriiiiiis,0.20980476831180148,0.1195879817732128,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.0,0.27347384133126745,0.14091096327223987,1.584962500721156,1.8780672345507194,0.3333333333333333,0.0,37.5,3.0182209990602855,0.3821875549207214,0.8439327791692818,0.4222019352579773,4,0,0,3,150,4,1.698308838945616,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,0.5773502691896258,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.27845186989521703
iris_reproduced,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,0.8419866352499615,0.42517984298139233,4,0,0,3,150,4,1.7067062028890763,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519468,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.2869010936717693
Iris,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,0.8419866352499615,0.42517984298139233,4,0,0,3,150,4,1.7067062028890763,,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.1547005383792515,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44888544020359966
